[34m[1mwandb[0m: wandb.init() called while a run is active and reinit is set to 'default', so returning the previous run.
/Users/eating/Library/Python/3.9/lib/python/site-packages/gymnasium/envs/registration.py:519: DeprecationWarning: [33mWARN: The environment HalfCheetah-v4 is out of date. You should consider upgrading to version `v5`.[0m
  logger.deprecation(
Episode 4370, Average Reward: 3788.83, Entropy: -1.6487
Episode 4380, Average Reward: 3762.51, Entropy: -1.6476
Episode 4390, Average Reward: 3823.80, Entropy: -1.6492
Episode 4400, Average Reward: 3873.88, Entropy: -1.6509
Episode 4410, Average Reward: 3997.45, Entropy: -1.6541
Episode 4420, Average Reward: 4053.14, Entropy: -1.6565
Episode 4430, Average Reward: 3938.93, Entropy: -1.6579
Episode 4440, Average Reward: 3906.02, Entropy: -1.6580
Episode 4450, Average Reward: 3904.44, Entropy: -1.6596
Episode 4460, Average Reward: 3877.44, Entropy: -1.6606
Episode 4470, Average Reward: 3911.76, Entropy: -1.6630
Episode 4480, Average Reward: 3846.92, Entropy: -1.6638
Episode 4490, Average Reward: 3891.71, Entropy: -1.6648
Episode 4500, Average Reward: 3925.96, Entropy: -1.6664
Models saved at episode 4500
Episode 4510, Average Reward: 3808.84, Entropy: -1.6663
Episode 4520, Average Reward: 3937.62, Entropy: -1.6675
Episode 4530, Average Reward: 3887.69, Entropy: -1.6694
Episode 4540, Average Reward: 3980.36, Entropy: -1.6712
Episode 4550, Average Reward: 3874.08, Entropy: -1.6724
Episode 4560, Average Reward: 3906.61, Entropy: -1.6736
Episode 4570, Average Reward: 4021.04, Entropy: -1.6744
Episode 4580, Average Reward: 3995.32, Entropy: -1.6753
Episode 4590, Average Reward: 4025.52, Entropy: -1.6766
Episode 4600, Average Reward: 4018.90, Entropy: -1.6779
Episode 4610, Average Reward: 4085.24, Entropy: -1.6802
Episode 4620, Average Reward: 4064.36, Entropy: -1.6797
Episode 4630, Average Reward: 4063.01, Entropy: -1.6787
Episode 4640, Average Reward: 4114.60, Entropy: -1.6804
Episode 4650, Average Reward: 3989.47, Entropy: -1.6823
Episode 4660, Average Reward: 3964.65, Entropy: -1.6851
Episode 4670, Average Reward: 3955.05, Entropy: -1.6859
Episode 4680, Average Reward: 3828.24, Entropy: -1.6858
Episode 4690, Average Reward: 3842.86, Entropy: -1.6858
Episode 4700, Average Reward: 3979.86, Entropy: -1.6878
Episode 4710, Average Reward: 3960.16, Entropy: -1.6895
Episode 4720, Average Reward: 3948.19, Entropy: -1.6922
Episode 4730, Average Reward: 3976.29, Entropy: -1.6920
Episode 4740, Average Reward: 3871.17, Entropy: -1.6924
Episode 4750, Average Reward: 3827.07, Entropy: -1.6933
Episode 4760, Average Reward: 3882.71, Entropy: -1.6947
Episode 4770, Average Reward: 3850.15, Entropy: -1.6941
Episode 4780, Average Reward: 3770.70, Entropy: -1.6944
Episode 4790, Average Reward: 3826.00, Entropy: -1.6950
Episode 4800, Average Reward: 3778.27, Entropy: -1.6971
Episode 4810, Average Reward: 3766.55, Entropy: -1.6981
Episode 4820, Average Reward: 3847.99, Entropy: -1.6995
Episode 4830, Average Reward: 3886.09, Entropy: -1.6994
Episode 4840, Average Reward: 3893.01, Entropy: -1.6997
Episode 4850, Average Reward: 3949.38, Entropy: -1.7008
Episode 4860, Average Reward: 3926.25, Entropy: -1.7013
Episode 4870, Average Reward: 3919.60, Entropy: -1.7022
Episode 4880, Average Reward: 3980.16, Entropy: -1.7032
Episode 4890, Average Reward: 3935.00, Entropy: -1.7049
Episode 4900, Average Reward: 4023.67, Entropy: -1.7074
Episode 4910, Average Reward: 3934.87, Entropy: -1.7086
Episode 4920, Average Reward: 4010.35, Entropy: -1.7112
Episode 4930, Average Reward: 3916.61, Entropy: -1.7130
Episode 4940, Average Reward: 4019.56, Entropy: -1.7135
Episode 4950, Average Reward: 4015.61, Entropy: -1.7158
Episode 4960, Average Reward: 3865.86, Entropy: -1.7173
Episode 4970, Average Reward: 3914.88, Entropy: -1.7184
Episode 4980, Average Reward: 3960.79, Entropy: -1.7199
Episode 4990, Average Reward: 4013.51, Entropy: -1.7213
